pg_type, map_type, num_threads, num_packets, time 
7, java_coarse, 8, 100, 0
7, java_coarse, 16, 100, 1
7, java_coarse, 32, 100, 3
7, java_concurrent, 3, 100, 0
7, java_concurrent, 4, 100, 0
7, java_concurrent, 8, 100, 1
7, java_concurrent, 16, 100, 1
7, java_concurrent, 32, 100, 2
7, github_nonblocking, 3, 100, 0
7, github_nonblocking, 4, 100, 0
7, github_nonblocking, 8, 100, 0
7, github_nonblocking, 16, 100, 1
7, github_nonblocking, 32, 100, 3
7, serial, 1, 100, 0
-,-,-,-,- 
